,Gene Name1,Gene Name2,Gene Name3,Gene Name4,Gene Name5,fisher_log2fc,fisher_pval_adj
chr10_91081613_91083897,Apaf1,Slc25a3,Tmpo,Tmpo,Anks1b,-0.194821268,0.72143589
chr10_91122621_91124563,Slc25a3,Ikbip,Tmpo,Ikbip,Tmpo,0.453443706,0.53272696
chr10_91171533_91172488,Tmpo,Tmpo,Slc25a3,Ikbip,Ikbip,0.112922259,0.94600923
chr10_91186428_91188566,Tmpo,Tmpo,Slc25a3,Ikbip,Ikbip,0.274343461,0.23983706
chr10_91589493_91591771,Tmpo,Tmpo,Slc25a3,Mir135a-2,Ikbip,-1.139077783,0.07663655
chr10_92158299_92167066,Rmst,Mir1251,Mir135a-2,Nedd1,Cfap54,0.096955895,0.81117295
chr10_93013711_93014923,Cfap54,Cdk17,Mir1931,Elk3,Nedd1,0.14724344,0.93049845
chr10_93075099_93078635,Cfap54,Cdk17,Mir1931,Elk3,Nedd1,-0.225731015,0.80993891
chr10_93079930_93084219,Cfap54,Cdk17,Mir1931,Elk3,Mir7688,-0.162928224,0.76131719
chr10_93117924_93126294,Cdk17,Cfap54,Mir1931,Elk3,Mir7688,-0.0987323,0.86937467
chr10_93128356_93130822,Cdk17,Mir1931,Cfap54,Elk3,Mir7688,-0.119060665,0.83511964
chr10_93161849_93165249,Cdk17,Cfap54,Elk3,Mir7688,Lta4h,-0.063557953,0.88944691
chr10_93247470_93251220,Elk3,Cdk17,Mir1931,Cfap54,Mir7688,-0.140037611,0.85806193
chr10_93253946_93257612,Elk3,Cdk17,Mir1931,Cfap54,Mir7688,-0.148453951,0.90492319
chr10_93268225_93276766,Elk3,Cdk17,Mir1931,Mir7688,Lta4h,0.192586452,0.73464387
chr10_93279578_93281276,Elk3,Cdk17,Mir1931,Mir7688,Lta4h,-0.242744908,0.78935272
chr10_93287007_93289283,Elk3,Cdk17,Mir1931,Mir7688,Lta4h,0.070761845,1
chr10_93425045_93426157,Mir7688,Lta4h,Hal,Amdhd1,Elk3,-0.647686422,0.34283139
chr10_93449726_93454426,Lta4h,Mir7688,Hal,Amdhd1,Ccdc38,0.234114423,0.8064533
chr10_93958265_93965651,Vezt,Metap2,Fgd6,Usp44,Usp44,0.216047466,0.78222536
chr10_94146930_94151268,Nr2c1,Fgd6,Ndufa12,Vezt,Vezt,-0.199086577,0.73660434
chr10_94195363_94199041,Nr2c1,Fgd6,Vezt,Vezt,Mir331,0.069151439,0.95039791
chr10_94667728_94669486,Cep83os,Cep83,Tmcc3,Mir7211,Plxnc1,-0.075983204,0.95952734
chr10_94685430_94689978,Cep83os,Tmcc3,Mir7211,Plxnc1,Ndufa12,-0.272043735,0.52346122
chr10_94708635_94710869,Cep83,Cep83os,Plxnc1,Tmcc3,Mir7211,-0.135470942,0.88944691
chr10_94904321_94906508,Plxnc1,Cep83,Cep83os,Cradd,Tmcc3,0.110935658,0.89790607
chr10_94915860_94920046,Plxnc1,Cep83,Cep83os,Cradd,Tmcc3,0.104716472,0.77448774
chr10_94945572_94948384,Plxnc1,Cep83,Cradd,Cep83os,Tmcc3,0.178978741,0.86979784
chr10_94981489_94983160,Plxnc1,Cep83,Cradd,Cep83os,Tmcc3,0.05728364,1
chr10_94990530_94992449,Plxnc1,Cradd,Cep83,Cep83os,Tmcc3,0.028278917,1
chr10_95142325_95146715,Cradd,Plxnc1,Socs2,Mrpl42,Cep83,-0.05017516,0.96525507
chr10_95226994_95228648,Cradd,Socs2,Mrpl42,Plxnc1,Ube2n,0.367996156,0.45407014
chr10_95231370_95233646,Cradd,Socs2,Mrpl42,Ube2n,Plxnc1,-0.424268484,0.54109392
chr10_95260017_95269638,Cradd,Socs2,Mrpl42,Ube2n,Nudt4,0.220054269,0.14012866
chr10_95322775_95324466,Cradd,Socs2,Mrpl42,Ube2n,Nudt4,0.0929792,0.88654834
chr10_95402971_95404106,Socs2,Mrpl42,Cradd,Cradd,Ube2n,-0.361817211,0.68276939
chr10_95469437_95476442,Mrpl42,Ube2n,Socs2,Socs2,Socs2,-0.193467885,0.77182923
chr10_95513282_95514771,Ube2n,Mrpl42,Nudt4,Mir3058,Socs2,-0.358363628,0.71303755
chr10_95542869_95547187,Ube2n,Mir3058,Mrpl42,Socs2,Socs2,0.131608307,0.89198135
chr10_95607014_95611110,Nudt4,Mir3058,Ube2n,Mrpl42,Socs2,-0.052420933,0.95375496
chr10_95703847_95706419,Nudt4,Mir3058,Ube2n,Mrpl42,Eea1,-0.0787329,0.94971362
chr10_95893157_95895945,Eea1,Nudt4,Mir3058,Ube2n,Mrpl42,0.001648715,1
chr10_96619604_96624039,Btg1,Eea1,Mir3966,Dcn,Dcn,0.759065509,0.1605514
chr10_96629555_96636385,Btg1,Eea1,Mir3966,Dcn,Dcn,-0.299081564,0.84467412
chr10_96955488_96956862,Btg1,Mir3966,Dcn,Dcn,Lum,0.685135126,0.38632874
chr10_97311868_97315101,Mir3966,Dcn,Dcn,Lum,Kera,-0.510361016,0.49789419
chr10_97373295_97376895,Mir3966,Dcn,Dcn,Lum,Kera,0.004800982,1
chr10_97711880_97713375,Ccer1,Epyc,Kera,Lum,Dcn,-0.07045,0.96615818
chr10_97715323_97719812,Ccer1,Epyc,Kera,Lum,Dcn,-0.205202416,0.87918753
chr10_97744867_97750576,Ccer1,Epyc,Kera,Lum,Dcn,-0.340790302,0.6903864
chr10_97965185_97967153,Ccer1,Epyc,Kera,Lum,Dcn,0.222099721,0.84096285
chr10_98485012_98487294,Atp2b1,Poc1b,Galnt4,Dusp6,Ccer1,-0.098103151,0.9625915
chr10_98623721_98625216,Atp2b1,Poc1b,Galnt4,Dusp6,Ccer1,-0.256364226,0.82715607
chr10_98645171_98646846,Atp2b1,Poc1b,Galnt4,Dusp6,Ccer1,-0.595289528,0.5495236
chr10_98911351_98919865,Atp2b1,Poc1b,Galnt4,Dusp6,Csl,-0.092747688,0.78928126
chr10_98926259_98930306,Atp2b1,Poc1b,Galnt4,Dusp6,Csl,-0.095738135,0.91169526
chr10_98933463_98938457,Atp2b1,Poc1b,Galnt4,Dusp6,Csl,-0.102039821,0.85622656
chr10_98945029_98947194,Atp2b1,Poc1b,Galnt4,Dusp6,Csl,0.035747867,1
chr10_99029370_99030443,Atp2b1,Poc1b,Galnt4,Dusp6,Csl,-0.053931251,1
chr10_99033501_99038286,Atp2b1,Poc1b,Galnt4,Dusp6,Csl,-0.077669762,0.95376234
chr10_99080581_99082008,Poc1b,Galnt4,Atp2b1,Dusp6,Csl,-0.201204002,0.85485174
chr10_99226762_99228825,Poc1b,Dusp6,Galnt4,Atp2b1,Csl,0.089168228,0.97795982
chr10_99250006_99251754,Dusp6,Poc1b,Galnt4,Atp2b1,Csl,-0.269546956,0.85351673
chr10_99258399_99267590,Dusp6,Poc1b,Galnt4,Atp2b1,Csl,-0.148453474,0.74722824
chr10_99284390_99288070,Dusp6,Poc1b,Galnt4,Atp2b1,Csl,-0.424710512,0.51005501
chr10_99312913_99320270,Dusp6,Poc1b,Galnt4,Atp2b1,Csl,0.002412961,1
chr10_99321432_99323533,Dusp6,Poc1b,Galnt4,Atp2b1,Csl,-0.363192201,0.60078005
chr10_99351405_99355915,Dusp6,Poc1b,Galnt4,Atp2b1,Csl,-0.234706208,0.38143586
chr10_99365106_99369561,Dusp6,Poc1b,Galnt4,Atp2b1,Csl,-0.139038086,0.87381797
chr10_99449692_99454132,Dusp6,Poc1b,Csl,Galnt4,Atp2b1,-0.183280081,0.64272418
chr10_99471167_99478147,Dusp6,Poc1b,Csl,Galnt4,Atp2b1,-0.438323051,0.36654802
chr10_99597450_99601948,Csl,Dusp6,Poc1b,Kitl,Galnt4,-0.043389253,0.98253837
chr10_99618130_99619766,Csl,Dusp6,Kitl,Poc1b,Galnt4,-0.326244414,0.67529909
chr10_100017091_100020802,Kitl,Csl,Tmtc3,Tmtc3,Cep290,0.060572419,0.97614602
chr10_100049748_100056802,Kitl,Csl,Tmtc3,Tmtc3,Cep290,-0.357964396,0.54921712
chr10_100095687_100101510,Kitl,Csl,Tmtc3,Tmtc3,Cep290,0.269701838,0.6312349
chr10_100110090_100111561,Kitl,Tmtc3,Tmtc3,Csl,Cep290,-0.077806883,0.97731866
chr10_100281339_100282878,Tmtc3,Tmtc3,Kitl,Cep290,Csl,0.145288333,0.95952734
chr10_100588588_100590104,Cep290,Tmtc3,Kitl,Csl,,0.052784774,1
chr10_100740653_100744026,Cep290,Tmtc3,Kitl,Mgat4c,Csl,0.21277985,0.78983158
chr10_100864451_100868587,Cep290,Tmtc3,Kitl,Mgat4c,Mir3059,-0.280425459,0.58640142
chr10_101017549_101019432,Cep290,Tmtc3,Mgat4c,Mir3059,Kitl,-0.593367934,0.53584423
chr10_101679597_101685899,Mgat4c,Mir3059,Mgat4c,Mgat4c,Mgat4c,0.063170895,0.89076394
chr10_101693772_101698010,Mgat4c,Mir3059,Mgat4c,Mgat4c,Mgat4c,-0.141674608,0.89198135
chr10_101767503_101777258,Mgat4c,Mgat4c,Mgat4c,Mgat4c,Nts,-0.04100062,0.97686611
chr10_101807819_101812001,Mgat4c,Mir3059,Mgat4c,Mgat4c,Mgat4c,0.268056929,0.73635487
chr10_101995410_102000588,Mgat4c,Mgat4c,Mgat4c,Mir3059,Mgat4c,-0.192680746,0.55226836
chr10_102153079_102155453,Mgat4c,Mgat4c,Mgat4c,Mgat4c,Nts,0.021001296,1
chr10_102157461_102161920,Mgat4c,Mgat4c,Nts,Rassf9,Mir3059,-0.009509494,1
chr10_102448086_102449767,Nts,Mgat4c,Rassf9,Alx1,Lrriq1,0.039533906,1
chr10_102592076_102595835,Rassf9,Nts,Mgat4c,Alx1,Lrriq1,-0.534227371,0.46389321
chr10_103361593_103372882,Slc6a15,Lrriq1,Alx1,Rassf9,Nts,0.047607053,0.99552158
chr10_103380610_103385388,Slc6a15,Lrriq1,Alx1,Rassf9,Nts,-0.124821365,0.96860954
chr10_104454533_104456339,Mir6411,Tmtc2,,,,-0.322000742,0.84456501
chr10_105034010_105036985,Tmtc2,Mettl25,Mir6411,Ccdc59,,-0.08342091,0.96113062
chr10_105227964_105229124,Tmtc2,Mettl25,Ccdc59,Mir6411,,-0.459769309,0.672352
chr10_105332784_105339989,Tmtc2,Mettl25,Ccdc59,,,-0.274013072,0.61468412
chr10_105367375_105369651,Tmtc2,Mettl25,Ccdc59,,,0.352071196,0.65776975
chr10_105377178_105378921,Tmtc2,Mettl25,Ccdc59,,,-0.533864796,0.59392192
chr10_105401536_105403165,Tmtc2,Mettl25,Ccdc59,,,0.014501202,1
chr10_105442687_105443746,Tmtc2,Mettl25,Ccdc59,,,-0.309129536,0.81160062
chr10_105522536_105528954,Tmtc2,Mettl25,Ccdc59,Ppfia2,,0.040484715,0.99392958
chr10_105571589_105576028,Tmtc2,Mettl25,Ccdc59,Ppfia2,,0.81556046,0.18152432
chr10_105858184_105861723,Ccdc59,Mettl25,Tmtc2,Ppfia2,,-0.1336568,0.94722845
chr10_105865478_105867785,Ccdc59,Mettl25,Tmtc2,Ppfia2,,-0.281151742,0.81818849
chr10_106120934_106121689,Ccdc59,Mettl25,Ppfia2,Tmtc2,Acss3,0.316416621,0.82715607
chr10_106467482_106471675,Ppfia2,Acss3,Acss3,Ccdc59,Mettl25,0.216047466,0.78222536
chr10_106504623_106509656,Ppfia2,Acss3,Acss3,Ccdc59,Mettl25,-0.074705176,0.94600923
chr10_106517218_106517877,Ppfia2,Acss3,Acss3,Ccdc59,Mettl25,-0.485501915,0.65023131
chr10_106558599_106562580,Ppfia2,Acss3,Acss3,Lin7a,Lin7a,0.459209591,0.31744324
chr10_106596328_106599792,Ppfia2,Acss3,Acss3,Lin7a,Lin7a,0.095707841,0.95854157
chr10_106607790_106610070,Ppfia2,Acss3,Acss3,Lin7a,Lin7a,-0.080923371,0.97965646
chr10_106611948_106616574,Ppfia2,Acss3,Acss3,Lin7a,Lin7a,0.074867941,0.96948467
chr10_106622329_106626724,Ppfia2,Acss3,Acss3,Lin7a,Lin7a,-0.660350859,0.17645982
chr10_106629753_106644068,Ppfia2,Acss3,Acss3,Lin7a,Lin7a,0.061937403,0.74656114
chr10_106650878_106652905,Ppfia2,Acss3,Acss3,Lin7a,Lin7a,-0.126059651,0.88545489
chr10_106653471_106662086,Ppfia2,Acss3,Acss3,Lin7a,Lin7a,0.290959448,0.54949034
chr10_106665491_106667467,Ppfia2,Acss3,Acss3,Lin7a,Lin7a,-0.107419945,0.95698702
chr10_106680212_106681600,Ppfia2,Acss3,Acss3,Lin7a,Lin7a,0.328748882,0.72694036
chr10_106694617_106696593,Ppfia2,Acss3,Acss3,Lin7a,Lin7a,-0.057187982,0.99010826
chr10_106731169_106733026,Ppfia2,Acss3,Acss3,Lin7a,Lin7a,-0.407453895,0.67787119
chr10_106772384_106774171,Ppfia2,Acss3,Acss3,Lin7a,Lin7a,-0.279065877,0.68276939
chr10_106789362_106793034,Ppfia2,Acss3,Acss3,Lin7a,Lin7a,0.071390018,0.96892428
chr10_106930544_106932902,Ppfia2,Acss3,Acss3,Lin7a,Lin7a,0.449991792,0.52465656
chr10_107160602_107162994,Acss3,Lin7a,Lin7a,Ppfia2,Myf5,-0.450698972,0.58966088
chr10_107171795_107176469,Acss3,Lin7a,Lin7a,Ppfia2,Myf5,-1.538201094,0.00168667
chr10_107203697_107207504,Lin7a,Lin7a,Acss3,Ppfia2,Myf5,-0.214215398,0.68276939
chr10_107264142_107268657,Lin7a,Lin7a,Acss3,Myf5,Myf6,0.252689242,0.73166107
chr10_107272558_107273670,Lin7a,Acss3,Myf5,Myf6,Ptprq,0.070761845,1
chr10_107290223_107295897,Lin7a,Acss3,Myf5,Myf6,Ptprq,0.064888448,0.96666953
chr10_107337613_107356555,Lin7a,Myf5,Myf6,Ptprq,Acss3,-0.135857314,0.71303755
chr10_107649276_107651247,Ptprq,Otogl,Myf6,Myf5,Lin7a,-0.150412306,0.91654548
chr10_107812685_107814982,Otogl,Ptprq,Myf6,Myf5,Ppp1r12a,-0.314417392,0.7412089
chr10_107952135_107953242,Otogl,Ppp1r12a,Ptprq,Pawr,Myf6,-0.7907601,0.35540491
chr10_107991814_107995767,Otogl,Ppp1r12a,Ptprq,Pawr,Myf6,0.000800529,1
chr10_108073961_108075658,Ppp1r12a,Otogl,Pawr,Ptprq,Syt1,-0.388198912,0.69825852
chr10_108086527_108090868,Ppp1r12a,Otogl,Pawr,Ptprq,Syt1,-0.276554972,0.65658562
chr10_108110276_108113674,Ppp1r12a,Otogl,Pawr,Syt1,Ptprq,-0.001703289,1
chr10_108128715_108135285,Ppp1r12a,Pawr,Otogl,Syt1,Ptprq,-0.531321049,0.18166289
chr10_108159452_108161838,Ppp1r12a,Pawr,Otogl,Syt1,Ptprq,-0.020161498,1
chr10_108527319_108528680,Syt1,Pawr,Ppp1r12a,Otogl,Ptprq,-0.523323894,0.30496205
chr10_108531132_108533241,Syt1,Pawr,Ppp1r12a,Otogl,Ptprq,-0.339477301,0.65023131
chr10_108551978_108556848,Syt1,Pawr,Ppp1r12a,Otogl,Ptprq,-0.05441498,0.93799563
chr10_108567416_108583980,Syt1,Pawr,Ppp1r12a,Otogl,Ptprq,0.230885178,0.09270635
chr10_108648616_108660863,Syt1,Pawr,Ppp1r12a,Otogl,Ptprq,0.036143925,0.94852928
chr10_108723886_108725546,Syt1,Pawr,Ppp1r12a,Otogl,Nav3,-0.08152961,0.96525507
chr10_108738476_108743166,Syt1,Pawr,Ppp1r12a,Otogl,Nav3,0.02284628,0.98139169
chr10_108750193_108754432,Syt1,Pawr,Ppp1r12a,Otogl,Nav3,0.125185937,0.83311048
chr10_108781583_108783974,Syt1,Pawr,Ppp1r12a,Otogl,Nav3,0.217968047,0.7412089
chr10_108786439_108793285,Syt1,Pawr,Ppp1r12a,Otogl,Nav3,0.150065973,0.67488609
chr10_108807351_108817385,Syt1,Pawr,Ppp1r12a,Nav3,Otogl,0.139163643,0.46095773
chr10_108928107_108934824,Syt1,Pawr,Ppp1r12a,Nav3,,-0.108945854,0.82319459
chr10_108944635_108954402,Syt1,Pawr,Ppp1r12a,Nav3,,-0.126220599,0.66637215
chr10_108997916_108999153,Syt1,Pawr,Nav3,Ppp1r12a,,0.084662758,0.95447702
chr10_108999929_109011523,Syt1,Pawr,Nav3,Ppp1r12a,,-0.050762106,0.82683539
chr10_109282398_109284719,Syt1,Nav3,Pawr,,,-0.263495147,0.74642369
chr10_109663657_109665194,Nav3,Syt1,,,,0.240501091,0.79532269
chr10_109777492_109779984,Nav3,Syt1,E2f7,,,-0.442994356,0.48853092
chr10_109828715_109833661,Nav3,Syt1,E2f7,,,0.102684587,0.86621842
chr10_109859522_109864421,Nav3,Syt1,E2f7,,,-0.09862116,0.91831737
chr10_109973090_109974977,Nav3,E2f7,Csrp2,Syt1,Zdhhc17,0.151858121,0.87881291
chr10_110050341_110052332,Nav3,E2f7,Csrp2,Zdhhc17,,-0.386929989,0.65031742
chr10_110084331_110088795,Nav3,E2f7,Csrp2,Zdhhc17,,0.708607793,0.177472
chr10_110112063_110115402,Nav3,E2f7,Csrp2,Zdhhc17,,-0.303238302,0.64669195
chr10_110128055_110131937,Nav3,E2f7,Csrp2,Zdhhc17,,0.193555132,0.75194016
chr10_110153492_110160828,Nav3,E2f7,Csrp2,Zdhhc17,,-0.027108885,1
chr10_110307901_110310124,Nav3,E2f7,Csrp2,Zdhhc17,Osbpl8,-0.150412306,0.91654548
chr10_110451873_110456741,E2f7,Nav3,Csrp2,Zdhhc17,Osbpl8,-0.140599251,0.82113444
chr10_110467176_110471544,E2f7,Csrp2,Nav3,Zdhhc17,Osbpl8,-0.608192265,0.25207745
chr10_110481769_110485844,E2f7,Csrp2,Zdhhc17,Nav3,Osbpl8,0.154245332,0.81583981
chr10_110560341_110567283,E2f7,Csrp2,Zdhhc17,Nav3,Osbpl8,-0.053339623,0.97303554
chr10_110568494_110570506,E2f7,Csrp2,Zdhhc17,Nav3,Osbpl8,0.588759482,0.4828783
chr10_110648903_110651308,E2f7,Csrp2,Zdhhc17,Osbpl8,Bbs10,0.316835046,0.73999935
chr10_110793249_110795274,E2f7,Csrp2,Zdhhc17,Osbpl8,Bbs10,-0.282366455,0.71621848
chr10_111007528_111012331,Zdhhc17,Csrp2,Osbpl8,E2f7,Bbs10,0.127977788,0.80779079
chr10_111029385_111033112,Zdhhc17,Csrp2,Osbpl8,E2f7,Bbs10,-0.248088032,0.68708469
chr10_111098836_111099951,Osbpl8,Zdhhc17,Csrp2,Bbs10,E2f7,-0.364097923,0.76566967
chr10_111147645_111148363,Osbpl8,Zdhhc17,Bbs10,Csrp2,Nap1l1,-0.255948603,0.84467412
chr10_111175860_111178178,Osbpl8,Bbs10,Zdhhc17,Csrp2,Nap1l1,-0.641284287,0.36354542
chr10_111241553_111250837,Osbpl8,Bbs10,Nap1l1,Nap1l1,Zdhhc17,0.075991884,0.75194016
chr10_111296178_111300194,Osbpl8,Nap1l1,Nap1l1,Phlda1,Zdhhc17,0.268037647,0.65776975
chr10_111307245_111309149,Bbs10,Osbpl8,Nap1l1,Nap1l1,Phlda1,-0.465318829,0.58379323
chr10_111313979_111319427,Bbs10,Osbpl8,Nap1l1,Nap1l1,Phlda1,0.077846453,0.91826755
chr10_111379310_111386682,Bbs10,Osbpl8,Nap1l1,Nap1l1,Phlda1,-0.142769098,0.73205926
chr10_111389212_111391223,Nap1l1,Bbs10,Nap1l1,Osbpl8,Phlda1,0.372698903,0.55031856
chr10_111417887_111423371,Nap1l1,Nap1l1,Phlda1,Bbs10,Osbpl8,-0.134974077,0.7147501
chr10_111498230_111506604,Phlda1,Nap1l1,Nap1l1,Bbs10,Osbpl8,-0.169953048,0.76148041
chr10_111563092_111565235,Phlda1,Nap1l1,Nap1l1,Bbs10,Osbpl8,-0.361188591,0.65023131
chr10_111924561_111926121,Krr1,Glipr1,Glipr1l1,Glipr1l2,Caps2,-0.068493105,1
chr10_111951839_111958403,Krr1,Glipr1,Glipr1l1,Glipr1l2,Caps2,-0.597902477,0.29050731
chr10_112267028_112281321,Kcnc2,Caps2,Glipr1l2,Glipr1l1,Glipr1,0.061304603,0.92194523
chr10_112307437_112312042,Kcnc2,Caps2,Glipr1l2,Glipr1l1,Glipr1,-0.133045897,0.86910715
chr10_112313517_112318073,Kcnc2,Caps2,Glipr1l2,Glipr1l1,Glipr1,-0.01111209,1
chr10_112349118_112353937,Kcnc2,Caps2,Glipr1l2,Glipr1l1,Glipr1,-0.020900022,1
chr10_112356144_112360582,Kcnc2,Caps2,Glipr1l2,Glipr1l1,Glipr1,0.508876443,0.43824141
chr10_112385559_112387255,Kcnc2,Caps2,Glipr1l2,Glipr1l1,Glipr1,0.018901562,1
chr10_112396772_112401673,Kcnc2,Caps2,Glipr1l2,Glipr1l1,Glipr1,0.123578206,0.84897713
chr10_112420920_112425275,Kcnc2,Caps2,Glipr1l2,Glipr1l1,Glipr1,-0.021807404,1
chr10_112437969_112448549,Kcnc2,Caps2,Glipr1l2,Glipr1l1,Glipr1,0.294484168,0.27838719
chr10_112457337_112471118,Kcnc2,Caps2,Glipr1l2,Glipr1l1,Atxn7l3b,0.335130394,0.14354977
chr10_112476116_112479087,Kcnc2,Caps2,Glipr1l2,Glipr1l1,Atxn7l3b,-0.677171946,0.31957904
chr10_112926013_112929764,Atxn7l3b,Kcnc2,Mir669h,Caps2,Glipr1l2,0.885811508,0.34283139
chr10_114650360_114653664,Trhde,Tph2,Tbc1d15,Rab21,Tmem19,0.206072822,0.83779999
chr10_114734342_114738147,Trhde,Tph2,Tbc1d15,Rab21,Tmem19,-0.184124321,0.90100859
chr10_114801937_114810950,Trhde,Tph2,Tbc1d15,Rab21,Tmem19,-0.054838128,0.95774782
chr10_114840625_114843911,Trhde,Tph2,Tbc1d15,Rab21,Tmem19,-0.073808715,1
chr10_115132670_115133465,Tph2,Tbc1d15,Rab21,Tmem19,Thap2,-0.061080541,1
chr10_115251416_115252392,Tbc1d15,Rab21,Tph2,Tmem19,Thap2,0.009521459,1
chr10_115314204_115316753,Rab21,Tmem19,Thap2,Tbc1d15,Zfc3h1,0.274980932,0.5848208
chr10_115321743_115323907,Rab21,Tmem19,Thap2,Zfc3h1,Tbc1d15,-0.177596733,0.87120886
chr10_115381210_115388364,Thap2,Tmem19,Lgr5,Rab21,Tbc1d15,0.165762216,0.60789597
chr10_115584566_115588584,Lgr5,Zfc3h1,Thap2,Tmem19,Tspan8,0.607135475,0.40499625
chr10_116008483_116009779,Ptprr,Ptprr,Tspan8,Ptprr,Ptprr,-0.137952849,0.93837887
chr10_116017248_116022145,Ptprr,Ptprr,Ptprr,Ptprr,Tspan8,0.063270152,0.93049845
chr10_116082824_116084879,Ptprr,Ptprr,Ptprr,Ptprr,Ptprb,0.2945714,0.73054357
chr10_116106198_116108908,Ptprr,Ptprr,Ptprr,Ptprr,Ptprb,0.071390018,0.96892428
chr10_116208078_116208491,Ptprr,Ptprb,Kcnmb4,Kcnmb4os1,Kcnmb4os2,0.442220658,0.71990158
chr10_116323126_116324117,Ptprb,Ptprr,Kcnmb4,Kcnmb4os1,Kcnmb4os2,-0.815983653,0.46389321
chr10_116385578_116389667,Ptprb,Kcnmb4,Kcnmb4os1,Kcnmb4os2,Cnot2,-0.286899239,0.71716772
chr10_116424570_116431792,Kcnmb4,Kcnmb4os1,Ptprb,Kcnmb4os2,Cnot2,-0.043044221,0.96597469
chr10_116434747_116442489,Kcnmb4,Kcnmb4os1,Kcnmb4os2,Cnot2,Ptprb,-0.079824813,0.88675501
chr10_116457154_116466609,Kcnmb4,Kcnmb4os2,Cnot2,Kcnmb4os1,Cnot2,0.267740965,0.41601683
chr10_116468749_116475686,Kcnmb4,Cnot2,Cnot2,Kcnmb4os1,Ptprb,-0.172607958,0.58407365
chr10_116477417_116481810,Kcnmb4os2,Cnot2,Kcnmb4,Cnot2,Kcnmb4os1,-0.262978107,0.70397689
chr10_116739589_116741254,Myrfl,Cnot2,Rab3ip,Best3,Kcnmb4os2,-0.618859112,0.52465656
chr10_117010779_117015127,Best3,Lrrc10,Cct2,Frs2,Rab3ip,-0.263797104,0.73802171
chr10_117044083_117046061,Lrrc10,Cct2,Best3,Frs2,Rab3ip,-0.093213148,0.97180293
chr10_117062824_117064826,Cct2,Frs2,Lrrc10,Best3,Rab3ip,0.385560036,0.71616794
chr10_117113813_117120282,Frs2,Cct2,Lrrc10,Best3,Yeats4,-0.138268545,0.88564452
chr10_117133081_117134091,Frs2,Cct2,Yeats4,Lrrc10,Best3,-0.068493105,1
chr10_117147553_117151852,Frs2,Yeats4,Cct2,Lrrc10,Best3,0.261779577,0.688971
chr10_117337190_117346848,Cpsf6,Lyz1,Lyz2,Yeats4,Frs2,0.103718571,0.88802798
chr10_117374209_117379070,Cpsf6,Lyz1,Lyz2,Yeats4,Frs2,0.214328751,0.65041548
chr10_117675199_117677283,Cpm,Mdm2,Slc35e3,Nup107,Rap1b,-0.006390302,1
chr10_117708661_117711264,Mdm2,Cpm,Slc35e3,Nup107,Rap1b,-0.145413309,0.9250288
chr10_117715348_117719667,Mdm2,Slc35e3,Cpm,Nup107,Rap1b,0.584210634,0.20429339
chr10_117808143_117811794,Rap1b,Nup107,Slc35e3,Mdm2,Cpm,0.100095883,0.96113062
chr10_117873001_117877057,Rap1b,Nup107,Slc35e3,Mdm2,Cpm,0.12916854,0.91065877
chr10_117881533_117883715,Rap1b,Nup107,Slc35e3,Mdm2,Cpm,-0.309129536,0.81160062
chr10_117904601_117906387,Rap1b,Nup107,Slc35e3,Mdm2,Cpm,0.183550581,0.88545489
chr10_117981140_117985556,Rap1b,Mdm1,Nup107,Il22,Slc35e3,0.004770984,1
chr10_118086680_118089553,Mdm1,Il22,Iltifb,Rap1b,Nup107,0.017409248,1
chr10_118099073_118104666,Mdm1,Il22,Iltifb,Rap1b,Nup107,0.480397373,0.48564337
chr10_118707666_118711898,Dyrk2,Ifngas1,Ifng,Iltifb,Cand1,0.068355814,1
chr10_118797857_118800418,Dyrk2,Ifngas1,Ifng,Cand1,Iltifb,-0.237963423,0.81712381
chr10_118824109_118825025,Dyrk2,Ifngas1,Cand1,Ifng,Iltifb,-1.32138741,0.15028512
chr10_118895553_118901872,Dyrk2,Cand1,Ifngas1,Ifng,Grip1,-0.109856814,0.90959168
chr10_118969474_118970935,Dyrk2,Cand1,Ifngas1,Grip1,Ifng,-0.325621814,0.73835015
chr10_118999754_119001410,Dyrk2,Cand1,Ifngas1,Grip1,Ifng,0.374373555,0.62756864
chr10_119025286_119028850,Dyrk2,Cand1,Grip1,Ifngas1,Ifng,0.374373555,0.62756864
chr10_119452081_119456012,Grip1,Cand1,Grip1os2,Grip1,Grip1os1,0.348260254,0.66193402
chr10_119505802_119509546,Grip1,Grip1os2,Cand1,Grip1,Grip1os1,0.072581604,0.96892428
chr10_119548547_119552579,Grip1,Grip1os2,Grip1,Grip1os1,Cand1,0.521843135,0.42456863
chr10_119555829_119557382,Grip1,Grip1os2,Grip1,Grip1os1,Cand1,-0.015787655,1
chr10_119626971_119627688,Grip1,Grip1os2,Grip1,Grip1os1,Grip1,0.675819337,0.42456863
chr10_119661223_119662108,Grip1,Grip1os2,Grip1,Grip1os1,Grip1,0.197621509,0.9251993
chr10_119690558_119694943,Grip1,Grip1os2,Grip1,Grip1os1,Grip1,0.004870402,1
chr10_119723106_119724421,Grip1,Grip1os2,Grip1,Grip1os1,Grip1,-0.307599455,0.7699216
chr10_119760622_119762608,Grip1,Grip1,Grip1os1,Grip1,Helb,0.367274225,0.68276939
chr10_119788832_119790959,Grip1,Grip1os2,Grip1,Grip1os1,Grip1,-0.44737944,0.55306224
chr10_119816541_119823437,Grip1,Grip1os1,Grip1os2,Grip1,Helb,-0.106435165,0.84467412
